file_id,source_id,id_lotto,cig,oggetto,sceltaContraente,importoAggiudicazione,Column,importoSommeLiquidate,cfStrutturaProponente,strutturaProponente,dataInizio,dataUltimazione,dataUltimoAggiornamentoDataset,Column 15,
daad42352210213a007836a04f00f709,2570930848,48fcefbd41888adaeda5b24ffbbcebea5e474d11,Z8B0911944,acquisto presidi medico chirurgici per fibrosi cistica,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,130,58,,130,58,2570930848,ASP di Agrigento,2013-03-13,2014-01-15,2014-12-31
e1fe3e52826c73702068a57bafc986a1,2363280815,f59750189d556fbeda14889c92f55a1b1309c691,Z8A0E374FF,Nullo,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,3450,,4209,2363280815,ASP di Trapani,2014-08-27,2014-10-23,2015-01-30,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,3cc9fd79e0107f9b7d89e1e0916eaaa0352bd3b0,Z8A0E1AE0F,ADESIONE CONVENZIONE CONSIP STAMPANTI,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,944,5,,944,5,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-07-09,2014-12-31,2015-01-21
daad42352210213a007836a04f00f709,2570930848,5fce3ae7400eb6dc3ee76b53c1c888df514a2bf4,Z8911BA91B,Fornitura urgente - in economia- di n. 20 barelle da trasporto le le UU.OO. Di Pronto Soccorso del Distretto Ospedaliero AG,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,12800,,0,2570930848,ASP di Agrigento,2014-12-04,2014-12-06,2014-12-31,,
e1fe3e52826c73702068a57bafc986a1,2363280815,210985f90bd449a8292cbef63a65ba8e97bfdf7c,Z891032A07,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1050,,1281,2363280815,ASP di Trapani,2014-11-26,2014-11-26,2015-01-30,,
dfe86c440eca8cdd61cbd299269dac52,2363280815,348f0ed8daed63cc8cc434b8eabbda85a5375831,Z890FA7085,N. 10.000 MICROCIPS PER IL DIPARTIMENTO VETERINARIO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,9900,,4950,2363280815,ASP di Trapani,2014-08-06,2015-02-21,2015-01-30,,
daad42352210213a007836a04f00f709,2570930848,a33a66117e873bd2d835111c7eb1b10e8144affc,Z890F94A61,acquisto n. 2 sistemi scongelamento sacche plasma,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,15900,,0,2570930848,ASP di Agrigento,2014-09-15,2014-09-22,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,e1dcf224d5067f2530ab09037869d83bfde35a1a,Z890E6106D,materiale di consumo per microinfusore,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,11360,26,,11360,26,2570930848,ASP di Agrigento,2013-07-10,2014-06-03,2014-12-31
7ef6205993d555649d9a65f0f6109aa9,1151150867,96686f2386c06e0ce9d1d6401a5883d7dd985832,Z890DD3886,ACQUISTO GEL PER ULTRASUONI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,81,,210,6,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-18,2014-12-31,2015-01-21,
daad42352210213a007836a04f00f709,2570930848,a139427917414853f13c864e3a6d5bd18662d332,Z880F27EC2,Riparazione Centrifuga Ahsi Sorval RC12BP matr. N. 9904073 in dotazione all'U.O. di Medicina Trasfusionale del P.O. di Canicatti.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,830,,830,2570930848,ASP di Agrigento,2014-05-12,2014-12-31,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,46d339a9f3ea36d6c970cb66d51f359add9fad7b,Z880E2DE72,Riparazione Registratore Holter Mortara S/N 108255156160 in dotazione all'U.O. di Cardiologia del P.O. di Licata.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,279,67,,279,67,2570930848,ASP di Agrigento,2014-03-06,2014-12-31,2014-12-31
c41b550395b21d3691fc869480e645ab,1825570854,6fc1b9507628c99496453da16579fb9e290b7ede,Z880CA915F,ACQUISTO FARMACO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,700,,0,1825570854,ASP Caltanissetta,2013-11-20,2013-12-20,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,cc41fe57e675df8e09cd1d18a1a593e94c08c0e2,Z880AA1FD2,acquisto n. 4 lampade frontali a caschetto e n. 3 fonti luminose uo orl po sciacca,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,7526,76,,7526,76,2570930848,ASP di Agrigento,2013-07-03,2013-10-26,2014-12-31
7ef6205993d555649d9a65f0f6109aa9,1151150867,3c8d4674ba350c631fafa2e2f13fd87b2c660726,Z8711974CC,ACQUISTO URGENTE DI N.53 KIT DI PROTEZIONE DA VIRUS EBOLA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1812,6,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-11-04,2014-12-31,2015-01-21,
e1fe3e52826c73702068a57bafc986a1,2363280815,f2c4071816fe51a1b6868bdc632af23abde9a06d,Z87108CEB3,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,5400,,0,2363280815,ASP di Trapani,2014-07-01,2015-06-30,2015-01-30,,
daad42352210213a007836a04f00f709,2570930848,8012c35877d81eba3c3b0733846a4d9b06a8cc70,Z870F3C015,Intervento tecnico Ecodoppler mod. 7251 in dotazione all'U.O. di Medicina del P.O. di Sciacca.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,4726,,0,2570930848,ASP di Agrigento,2014-05-15,2014-12-31,2014-12-31,,
e1fe3e52826c73702068a57bafc986a1,2363280815,22ba662e403fac1b4da9ca696e8d7d5f7133c33f,Z870F1DAC0,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,5580,,3255,2363280815,ASP di Trapani,2014-04-01,2015-03-31,2015-01-30,,
daad42352210213a007836a04f00f709,2570930848,14f1d855e84d9b64186661c9fbe1238eb6ac9c2c,Z870E15CDA,FORNITURA DI POSTER E MATERIALE PER SALA TRAVAGLIO U.O.C. OST/GIN P.O. SGD,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,738,18,,738,18,2570930848,ASP di Agrigento,2014-02-28,2014-03-07,2014-12-31
e1fe3e52826c73702068a57bafc986a1,2363280815,39c6db955e2fd961a037158434825c5d9ff25506,Z870A59B94,Nullo,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,16400,,20008,2363280815,ASP di Trapani,2013-09-18,2014-01-27,2015-01-30,,
c41b550395b21d3691fc869480e645ab,1825570854,8b91b9160a4c25d4cbab0bbe2d5e4044b1db4fc7,Z8708BB2B5,FORNITURA DI ALCOOL ETILICO DENATURATO IN FLACONI DA 1 LT (MEPA),08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,1476,,446,1825570854,ASP Caltanissetta,2013-04-24,2013-04-29,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,965c6eb78957ea529479ea36390161edb9505ab4,Z87077FC3C,RIPARAZIONE STAMPANTE LASER COLOR SAMSUNG CON SOSTITUZIONI PARTI ESEGUITO PER L'UFFICIO TECNICO DEL P.O. DI SCIACCA DALLA DITTA UFFICIO FACILE SNC FATT. 1976 DEL 30.10.2012,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,157,2,,189,99,2570930848,ASP di Agrigento,2014-01-01,2014-12-31,2014-12-31
7ef6205993d555649d9a65f0f6109aa9,1151150867,62d8c46c0a27d5a0014e136726aa7b92ef216926,Z861195818,FORNITURA DI POLTRONA PER PRELIEVO DI SANGUE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,690,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-11-21,2014-12-31,2015-01-21,,
daad42352210213a007836a04f00f709,2570930848,3695ae1e689b6cf0a36237e0e9d609177315d62a,Z8610A1ACF,Riparazione mammografo Diamond serie B5397003 in dotazione al Servizio di RX del Poliambulatorio di Agrigento.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1356,8,,1356,8,2570930848,ASP di Agrigento,2014-09-04,2014-12-31,2014-12-31
7ef6205993d555649d9a65f0f6109aa9,1151150867,aba6f994f1cbf3927bf2ba4a6f0c7b4502131e5d,Z861039708,ACQUISTO PRODOTTI PER NEONATOLOGIA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,772,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-09-24,,2015-01-21,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,d190b77d10c65a6ea1eb7327d692b65e91cef481,Z860EF7A97,FORNITURA DI ARMADIO DI SICUREZZA - LABORATORIO CITOLOGIA P. ARMERINA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,377,5,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-06-04,2014-12-31,2015-01-21,
7ef6205993d555649d9a65f0f6109aa9,1151150867,9962036bab5da6c31e131570de95b042c03d8438,Z860D91CA7,ACQUISTO CESTELLI PORTAFLEBO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,30000,,28,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-18,2014-12-31,2015-01-21,,
c41b550395b21d3691fc869480e645ab,1825570854,7195166f4f5d9d676b6f41991291d85fb766ec13,Z8609928C9,ACQUISTO TI TEST PSICODIAGNOSTICI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1141,,1231,1825570854,ASP Caltanissetta,2013-05-29,2013-05-31,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,72be7081c96154dd4ed2a0e080cfa9f137eed077,Z851035AF4,MATERIALE DI CONSUMO PER MICROINFUSORE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3200,63,,3200,63,2570930848,ASP di Agrigento,2014-02-06,2014-07-30,2014-12-31
daad42352210213a007836a04f00f709,2570930848,d68110d1b3cfdbdc8454884c77851d9dbf11ae97,Z850E84223,Intervento urgente per individuazione e riparazione guasto al flusso principale del Pronto Soccorso del P.O. di Canicatti.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1218,18,,1218,18,2570930848,ASP di Agrigento,2014-03-27,2014-12-31,2014-12-31
daad42352210213a007836a04f00f709,2570930848,0d89e13e8ff5f79f3803eaf5c73afce4096b63ee,Z850DD0476,Riparazione taratura certificata audiometro ma s/n 856348 In dotazione al Poliambulatorio di Porto Empedocle.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,350,,350,2570930848,ASP di Agrigento,2014-02-12,2014-12-31,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,144004a94f146217fbf63d3c628eb49a79fc03a0,Z850CC43E4,FORNITURA DI N.2 STAMPANTI MULTIFUNZIONE PER IL DIPARTIMENTO DI PREVENZIONE-,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,490,26,,490,26,2570930848,ASP di Agrigento,2013-12-06,2013-12-21,2014-12-31
c41b550395b21d3691fc869480e645ab,1825570854,4211d357b0187fff9f8e411e558fa74d0bc4ef80,Z850CBC46E,ACQUISTO PROCESSORE RETROAURICOLARE E UNITA' DI CONTROLLO PER IMPIANTO COCLEAR,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1800,,1877,1825570854,ASP Caltanissetta,2013-06-17,2013-06-22,2014-01-31,,
e1fe3e52826c73702068a57bafc986a1,2363280815,50642606d888aea45631a32fcdbc50ffb072b592,Z850B4ECEA,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,680,,822,8,2363280815,ASP di Trapani,2013-08-30,2013-09-10,2015-01-30,
c41b550395b21d3691fc869480e645ab,1825570854,13d7792fe8e6c301c097e1d53c9e17cc1fde9b19,Z850AA5009,FORNITURA DI PLACCHE PER DEFIBRILLATORI (MEPA),08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,1560,,1887,1825570854,ASP Caltanissetta,2013-08-06,2013-09-30,2014-01-31,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,8a3e7f0085424ff1481586707b28512b187c26b9,Z8411B350B,MEDICINALE PER MALATTIE RARE 'FIRDAPSE 10 MG,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,18415,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-11-12,2014-12-31,2015-01-21,,
daad42352210213a007836a04f00f709,2570930848,073fa969d8108eda6ba3c5015ca80352dc0ac161,Z840F32C34,manutenzione straordinaria ascensore matricola AG/94/89 P.O. di Canicatti,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,912,5,,9125,2570930848,ASP di Agrigento,2014-01-01,2014-12-31,2014-12-31,
7ef6205993d555649d9a65f0f6109aa9,1151150867,22dafc6ada2d9ecbfb8fac0f0314a1e2f3afb467,Z840DD4FB0,ACQUISTI PANNOLINI ADULTI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,2205,,4851,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-18,2014-12-31,2015-01-21,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,0a7182be586682bbc17d1bd792919c1c7cf086f3,Z840D3E7A8,FORNITURA DI DUE PIATTAFORME ELETTROCHIRURGICHE PER LE UU.OO. DI CHIRURGIA DEI PP.OO. UMBERTO I E CHIELLO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,39960,,39632,46,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-05-13,2014-12-31,2015-01-21,
daad42352210213a007836a04f00f709,2570930848,1820e821ecf6e8b48e8341844dc253bead802e30,Z840D06D64,ACQUISTO DI BENI STRUMENTALI PER IL SERV. DI EPIDEMIOLOGIA-,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2338,85,,2338,85,2570930848,ASP di Agrigento,2013-12-19,2014-01-28,2014-12-31
c41b550395b21d3691fc869480e645ab,1825570854,b0cf6115f2deed209a0e5252ff32cdf154dca9cc,Z8309A0495,ACQUISTO DI SIRINGHE MONOUSO ALLA FORMALINA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2100,,2541,1825570854,ASP Caltanissetta,2013-05-09,2013-05-22,2014-01-31,,
daad42352210213a007836a04f00f709,2570930848,0b310f783016a3374d1d2828af1815543c147d54,Z821130A25,Lavori di manutenzione su apparecchiature sanitarie in dotazione all'U.O. di Pediatria del P.O. di Canicatti.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,1840,,1840,2570930848,ASP di Agrigento,2014-10-13,2014-12-31,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,7167c8411e4ab055e3124e9cb6b0352eaddae709,Z820E6C8D4,materiale di consumo per microinfusore,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3200,63,,3200,63,2570930848,ASP di Agrigento,2014-03-21,2014-07-30,2014-12-31
7ef6205993d555649d9a65f0f6109aa9,1151150867,8cf299319404675d368fce6e5f8348bf87c84bb6,Z820DE3785,ACQUISTO SIRINGHE STERILI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,4231,41,,4490,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-18,2014-12-31,2015-01-21,
7ef6205993d555649d9a65f0f6109aa9,1151150867,00e02f0e22f9c9e17fa2bab6079201ddb492eed6,Z8112B4357,LAVORI DI MANUTENZIONE VENTILATOTRE POLMONARE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,4678,4,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-01-30,2015-05-30,2015-01-21,
daad42352210213a007836a04f00f709,2570930848,6878f71ea48d783dc1fcac1eb92fb7498dd24fde,Z81125DFD2,Intervento tecnico riparazione infissi presso il Pronto Soccorso del il P.O. di Sciacca.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,55,,55,2570930848,ASP di Agrigento,2014-12-18,2014-12-31,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,7db55595ab36e53d21b27144d8cd610d67c7c8c7,Z81103E229,presidi medico chirurgici,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,153,,153,2570930848,ASP di Agrigento,2014-04-11,2014-07-30,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,df391887fd45d5688848b960957f0089a88398bd,Z811012DF3,FORNITURA DI DE3PLIANTS E LOCANDINE PON 2012 L.P.N. 7.1,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,439,2,,439,2,2570930848,ASP di Agrigento,2014-05-09,2014-06-03,2014-12-31
e1fe3e52826c73702068a57bafc986a1,2363280815,b7a7dcc29332d77adaad57291cbfbf602e7611ac,Z810F9698F,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2141,,2226,64,2363280815,ASP di Trapani,2014-06-26,2014-07-02,2015-01-30,
c41b550395b21d3691fc869480e645ab,1825570854,7536d340ada6a34bcba5db0742911f03a6923780,Z810CB8690,ACQUISTO FARMACO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,173,,0,1825570854,ASP Caltanissetta,2013-12-04,2014-01-04,2014-01-31,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,bad6a1635057134134d76ab7e9884c6f03ec631a,Z80FAA9A8,ACQUISTO DI LETTORI DI CODICI A BARRE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,546,,546,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-06-16,2014-12-31,2015-01-21,,
daad42352210213a007836a04f00f709,2570930848,edc06c1efb4dd96ae534be0068355a35b86927d4,Z80D0DE288,acquisto presidi medico chirurgici per pazienti tracheostomizzati,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,903,9,,903,9,2570930848,ASP di Agrigento,2013-12-20,2014-01-15,2014-12-31
daad42352210213a007836a04f00f709,2570930848,26b266925a9a2eec93427d32d3fcb4b8ea4e0528,Z801176561,Approvazione preventivo per sostituzione strap e cuscini danneggiati nei Letti Operatori Maquet Mod. Alphamaxx matr. 00070 e00076 - Complesso Operatorio P.O. di Canicatti,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,6905,31,,0,2570930848,ASP di Agrigento,2014-01-01,2014-12-31,2014-12-31,
dfe86c440eca8cdd61cbd299269dac52,2363280815,eaa814e42e0d5972757eaee0a3a3ded133d67b12,Z8011390E9,KIT PERCORSO EBREZZA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,28000,,0,2363280815,ASP di Trapani,2015-01-27,2015-02-12,2015-01-30,,
daad42352210213a007836a04f00f709,2570930848,e67dce7835295417a646eb4bacc259781adabb2e,Z800FBC833,Intervento tecnico Monitor multiparametrico marca Siemens mod. SC6002 XL s7n 5512490370 in dotazione all'U.O. di Anestesia e Rianimazione del P.O. di Sciacca.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,882,,0,2570930848,ASP di Agrigento,2014-06-19,2014-12-31,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,5aabd8f9f0590dd3eb0e1b5c78082fa6122cc90b,Z800DF4C74,FORNITURA DI APPARECCHI TELEFAX BIN,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,2729,91,,2729,91,2570930848,ASP di Agrigento,2014-05-15,2014-06-05,2014-12-31
daad42352210213a007836a04f00f709,2570930848,781cc48149e2552304edf0016f0ea7bf0e2dc37f,Z800D31F8B,ADESIONE CONVENZIONE CONSIP SPA GASOLIO 7 PER LA FORNITURA DI LT 3000 DI GASOLIO DA RISCALDAMENTO PER IL PRESIDIO SANITARIO DI SANTA ELISABETTA.,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,3937,88,,3937,88,2570930848,ASP di Agrigento,2014-01-07,2014-01-10,2014-12-31
daad42352210213a007836a04f00f709,2570930848,177e5e71c3cb5faf79fe148a4e9b728c5bfe66d2,Z800CBC50B,fornitura in somministrazione annua di dispositivi medici e materiale per l'identificazione animale,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,3510,,3510,2570930848,ASP di Agrigento,2014-01-09,2015-01-09,2014-12-31,,
c41b550395b21d3691fc869480e645ab,1825570854,890e10d75f79d8f9540305ead0a5a6f38bb686d8,Z800BC0B3D,FORNITURA IN SOMMINISTRAZIONE DI LUBRIFICANTE ACQUAGEL,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,516,,273,1825570854,ASP Caltanissetta,2013-10-14,2015-10-14,2014-01-31,,
c41b550395b21d3691fc869480e645ab,1825570854,db62c9b7b17b24b2224eb3cfe27a320413752162,Z8009FEAAD,FORNITURA DI 10 CONFEZIONI DI CEROTTI IPOALLERGENICI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,1023,,1125,1825570854,ASP Caltanissetta,2013-06-11,2014-06-11,2014-01-31,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,545b6e1f475d02286e25963054a06b29e1c0b9d3,Z7F0DD69CB,ACQUISTO MANIPOLI PER ELETTROBISTURI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,405,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-18,2014-12-31,2015-01-21,,
daad42352210213a007836a04f00f709,2570930848,421da97e339c93fd8222b5c4144dbc0faaff7a0c,Z7EOFBCB95,Intervento tecnico letto degenza marca Favero mod.9LD4743D matr. 0107142 in dotazione all'U.O. di Cardiologia - UTIC del P.O. di Sciacca.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,342,9,,0,2570930848,ASP di Agrigento,2014-06-19,2014-12-31,2014-12-31,
daad42352210213a007836a04f00f709,2570930848,a03eef03438661f3b77d439f1b865b8b20aafe9f,Z7EDE6220D,materiale di consumo per microinfusore,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,10862,26,,10862,26,2570930848,ASP di Agrigento,2013-09-25,2014-06-03,2014-12-31
309a2d169cae0e8a2b6b1155b5c97ac0,2363280815,5e95d6dbade1443324ec529cf5fc60b0d2e76564,Z7E1188323,ACCREDITAMENTO DEL LABORATORIO DI SANITA' PUBBLICA CON ACCREDIA.,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,14000,,1708,2363280815,ASP di Trapani,2014-01-28,2015-12-31,2015-01-30,,
daad42352210213a007836a04f00f709,2570930848,8ed56b488a6c0c37652e5444b16e6d85a5d3eb51,Z7E115000C,Lavori di sostituzione fonte di luce Storz in dotazione alla sala operatoria del P.O. di Canicatti.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,868,8,,868,8,2570930848,ASP di Agrigento,2014-10-21,2014-12-31,2014-12-31
daad42352210213a007836a04f00f709,2570930848,8413964796b46848bd549ea0ecece058c7867214,Z7E1136636,Intervento tecnico Montavetrini marca Leica in dotazione aal Settore Diagnostico di Anatomia Patologia del P.O. di Sciacca.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,3874,6,,0,2570930848,ASP di Agrigento,2014-10-14,2014-12-31,2014-12-31,
e1fe3e52826c73702068a57bafc986a1,2363280815,dc88bcae90ba6e9e0bd6bc11ded1b4f437d4de75,Z7E0D33F5C,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,8471,2,,8810,5,2363280815,ASP di Trapani,2014-03-10,2014-03-31,2015-01-30
e1fe3e52826c73702068a57bafc986a1,2363280815,bf73186b948b4a9d5d32b06e2bedb0dcd3f8d521,Z7E0B260FA,Nullo,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,10000,,12078,2363280815,ASP di Trapani,2013-11-25,2013-12-31,2015-01-30,,
daad42352210213a007836a04f00f709,2570930848,60ed58196205c848d1eb2332b421bdf4bd159695,Z7D11369DD,Intervento tecnico Coloratore automatico Leica in dotazione al Settore Diagnostico di Anatomia Patologica del P.O. di Sciacca.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,4336,45,,0,2570930848,ASP di Agrigento,2014-10-14,2014-12-31,2014-12-31,
daad42352210213a007836a04f00f709,2570930848,91b3ba726fe1ebf6f9e537fdb36d1f930b962ade,Z7D101D583,Intervento tecnico Monitor SC 7000 s/n 539100864 in dotazione all'U.O. di Anestesia e Rianimazione del P.O. di Sciacca.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,804,,0,2570930848,ASP di Agrigento,2014-07-10,2014-12-31,2014-12-31,,
daad42352210213a007836a04f00f709,2570930848,ea78ea62bafefe3647db6dea258a0d1d16e1c0ea,Z7D0DF4CA0,FORNITURA DI N 5 FAX MULTIFUNZIONE A COLORE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,975,,975,2570930848,ASP di Agrigento,2014-05-15,2014-06-03,2014-12-31,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,b5fcf8f0581844c567350cfcdca045b0ef297e71,Z7D0DF40DC,GUANTI IN NITRILE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,840,,728,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-03-18,2014-12-31,2015-01-21,,
daad42352210213a007836a04f00f709,2570930848,42a8d1049697cc55afb3f602ac4638e84c2afe14,Z7D0C1E68C,FORNITURA DI N.18 POLTRONCINE ERGONOMICHE-,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,2070,,2070,2570930848,ASP di Agrigento,2014-05-25,2014-06-15,2014-12-31,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,383217fb171799e7695d6ceec361227bbddd58b6,Z7C1274167,RDO ME.PA PER ACQUISTO DI ASTA PORTAFLEBO E CARRELLO MEDICAZIONE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,500,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-12-23,2015-12-31,2015-01-21,,
7ef6205993d555649d9a65f0f6109aa9,1151150867,1925808617fd347a876abbc06ec499ef7c2a155e,Z7C11FA827,MONTASCALE A RUOTE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,1731,6,,0,1151150867,AZIENDA SANITARIA PROVINCIALE DI ENNA,2014-11-28,2014-12-31,2015-01-21,
daad42352210213a007836a04f00f709,2570930848,b7a6cd86fb84d835846f9fd0c3ffd940458c8803,Z7C0F1DFA1,Intervento tecnico varie apparecchiature d'ufficio in diversie UU.OO. del P.O. di Sciacca.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,298,9,,0,2570930848,ASP di Agrigento,2014-05-08,2014-12-31,2014-12-31,
